edge_id,row,col,theta_deg,edge_len_m,cum_dist_m,elev_m,unit_cost,alpha_parallel_deg,alpha_cross_deg,rho_up,rho_down,rho_roll,rho_slide,rho_max,dominant_limit_code,dominant_limit_name,mu_slide,mu_brake
0,30,130,90.0,30.0,30.0,1071.397667272846,1.2399532030446707,-5.224272427266509,4.739785129908763,0.0,0.23995320304467083,0.08731683160682607,0.21759341779341654,0.23995320304467083,1,下坡制动,0.3810504998189064,0.3810504998189064
1,32,130,135.0,42.42640687119285,72.42640687119285,1067.3358101613871,1.1753131540018928,3.8941391795401623,3.5028397474639257,0.11790138311106127,0.0,0.06446275509211344,0.17531315400189287,0.17531315400189287,3,侧滑附着,0.3491601575821476,0.3491601575821476
2,32,129,90.0,30.0,102.42640687119285,1068.242494692396,1.13374042046026,0.5333079986039186,2.7365769506165005,0.016122360727301107,0.0,0.05033674499984906,0.13374042046025997,0.13374042046025997,3,侧滑附着,0.35739853286205703,0.35739853286205703
3,34,128,135.0,42.42640687119285,144.8528137423857,1067.6117709450248,1.054975011620556,-1.0281256924870714,0.7873343902853288,0.0,0.054975011620556055,0.014472168297905683,0.042097766963511966,0.054975011620556055,1,下坡制动,0.32644112465279285,0.32644112465279285
4,34,128,135.0,42.42640687119285,187.27922061357856,1067.6117709450248,1.054975011620556,-1.0281256924870714,0.7873343902853288,0.0,0.054975011620556055,0.014472168297905683,0.042097766963511966,0.054975011620556055,1,下坡制动,0.32644112465279285,0.32644112465279285
5,36,127,90.0,30.0,217.27922061357856,1067.223879890356,1.0683562775246294,-1.2892050248369331,1.2184289213135018,0.0,0.0683562775246293,0.022398179348493738,0.06460241980458468,0.0683562775246293,1,下坡制动,0.32922609669677827,0.32922609669677827
6,36,126,135.0,42.42640687119285,259.7056274847714,1067.3575515343703,1.105036979163468,3.470345304143195,0.5224863832166624,0.10503697916346809,0.0,0.009603599948915657,0.02586376705229871,0.10503697916346809,0,上坡牵引,0.35259211947113367,0.35259211947113367
7,38,126,135.0,42.42640687119285,302.13203435596427,1069.8355590196495,1.1476642696483284,1.8035732483274425,3.001956217953696,0.0545400155368489,0.0,0.05522669486890269,0.1476642696483283,0.1476642696483283,3,侧滑附着,0.3551435668257301,0.3551435668257301
8,38,124,135.0,42.42640687119285,344.5584412271571,1073.0698225500898,1.4163766946969667,2.9504688004526844,8.343567147473557,0.08927156376142191,0.0,0.15444859838710978,0.4163766946969666,0.4163766946969666,3,侧滑附着,0.3522312459617474,0.3522312459617474
9,40,124,135.0,42.42640687119285,386.98484809834997,1067.3470084080336,1.188658831723974,-3.4789008917895523,1.746846902760012,0.0,0.1886588317239738,0.032117111719604935,0.09464340481497274,0.1886588317239738,1,下坡制动,0.3222377730062295,0.3222377730062295
10,40,122,135.0,42.42640687119285,429.4112549695428,1067.6882949365863,1.1088238733249351,3.595139070440302,1.7784341122052008,0.10882387332493518,0.0,0.03269823651305376,0.09445618582073777,0.10882387332493518,0,上坡牵引,0.3287185761050857,0.3287185761050857
11,42,122,135.0,42.42640687119285,471.8376618407357,1070.4000994184348,1.1923297259814527,0.01427489313812879,4.023200981923854,0.0004315298764887964,0.0,0.07406846958039143,0.19232972598145273,0.19232972598145273,3,侧滑附着,0.36569353223225104,0.36569353223225104
12,42,120,135.0,42.42640687119285,514.2640687119285,1073.7914720520191,1.168726478720396,1.3371155877724292,3.603064938700214,0.04042832958958074,0.0,0.06631200296409435,0.16872647872039592,0.16872647872039592,3,侧滑附着,0.3731979281200272,0.3731979281200272
13,43,120,180.0,30.0,544.2640687119285,1074.2391229301063,1.0790627382821198,2.613560103537997,0.24424964156475706,0.07906273828211982,0.0,0.004489351509382216,0.011761822765183706,0.07906273828211982,0,上坡牵引,0.3624426535757766,0.3624426535757766
14,44,118,135.0,42.42640687119285,586.6904755831214,1072.1543880718375,1.1120108077287347,3.7001352787478363,1.5396762823668468,0.11201080772873484,0.0,0.028306164191780794,0.07579352644794617,0.11201080772873484,0,上坡牵引,0.35463306733908606,0.35463306733908606
15,44,118,135.0,42.42640687119285,629.1168824543142,1072.1543880718375,1.1120108077287347,3.7001352787478363,1.5396762823668468,0.11201080772873484,0.0,0.028306164191780794,0.07579352644794617,0.11201080772873484,0,上坡牵引,0.35463306733908606,0.35463306733908606
16,46,116,135.0,42.42640687119285,671.5432893255071,1076.5506158420894,1.0776122120069527,2.565675036342115,0.2825135100178329,0.07761221200695267,0.0,0.005192658790649155,0.014168534878681825,0.07761221200695267,0,上坡牵引,0.3480127564279897,0.3480127564279897
